path,label,num_js_files,num_dependencies,num_maintainers,has_scripts,repository_exists,description_length,bf_net_requests,bf_fs_ops,bf_proc_exec,bf_dynamic_exec,bf_env_access,line_ratio,space_ratio,num_long_strings,max_string_len,special_char_count,substring_calls,identifier_entropy,avg_identifier_length,num_lines,buni_DYNAMIC_CODE_EXEC,buni_SENSITIVE_FILE_OP,buni_NETWORK_COMM,buni_ENVIRONMENT_ACCESS,buni_CRYPTO_USAGE,buni_FILESYSTEM_CONTEXT,buni_PROCESS_EXECUTION,bbi_DYNAMIC_CODE_EXEC|DYNAMIC_CODE_EXEC,bbi_SENSITIVE_FILE_OP|SENSITIVE_FILE_OP,bbi_NETWORK_COMM|NETWORK_COMM,bbi_ENVIRONMENT_ACCESS|ENVIRONMENT_ACCESS,bbi_DYNAMIC_CODE_EXEC|NETWORK_COMM,bbi_NETWORK_COMM|DYNAMIC_CODE_EXEC,bbi_SENSITIVE_FILE_OP|NETWORK_COMM,bbi_CRYPTO_USAGE|CRYPTO_USAGE,bbi_NETWORK_COMM|SENSITIVE_FILE_OP,bbi_ENVIRONMENT_ACCESS|DYNAMIC_CODE_EXEC,bbi_DYNAMIC_CODE_EXEC|ENVIRONMENT_ACCESS,bbi_ENVIRONMENT_ACCESS|NETWORK_COMM,bbi_SENSITIVE_FILE_OP|DYNAMIC_CODE_EXEC,bbi_DYNAMIC_CODE_EXEC|SENSITIVE_FILE_OP,bbi_ENVIRONMENT_ACCESS|SENSITIVE_FILE_OP,bbi_NETWORK_COMM|ENVIRONMENT_ACCESS,bbi_DYNAMIC_CODE_EXEC|CRYPTO_USAGE,bbi_CRYPTO_USAGE|DYNAMIC_CODE_EXEC,bbi_SENSITIVE_FILE_OP|ENVIRONMENT_ACCESS,bbi_CRYPTO_USAGE|SENSITIVE_FILE_OP,bbi_CRYPTO_USAGE|NETWORK_COMM,bbi_NETWORK_COMM|CRYPTO_USAGE,bbi_SENSITIVE_FILE_OP|CRYPTO_USAGE,bbi_FILESYSTEM_CONTEXT|DYNAMIC_CODE_EXEC,bbi_DYNAMIC_CODE_EXEC|FILESYSTEM_CONTEXT,bbi_ENVIRONMENT_ACCESS|CRYPTO_USAGE,bbi_CRYPTO_USAGE|ENVIRONMENT_ACCESS,bbi_PROCESS_EXECUTION|PROCESS_EXECUTION,bbi_SENSITIVE_FILE_OP|FILESYSTEM_CONTEXT,bbi_FILESYSTEM_CONTEXT|FILESYSTEM_CONTEXT,bbi_FILESYSTEM_CONTEXT|SENSITIVE_FILE_OP,bbi_SENSITIVE_FILE_OP|PROCESS_EXECUTION,bbi_FILESYSTEM_CONTEXT|ENVIRONMENT_ACCESS,bbi_PROCESS_EXECUTION|ENVIRONMENT_ACCESS,bbi_PROCESS_EXECUTION|NETWORK_COMM,bbi_ENVIRONMENT_ACCESS|FILESYSTEM_CONTEXT,bbi_ENVIRONMENT_ACCESS|PROCESS_EXECUTION,bbi_PROCESS_EXECUTION|DYNAMIC_CODE_EXEC,bbi_DYNAMIC_CODE_EXEC|PROCESS_EXECUTION,bbi_PROCESS_EXECUTION|SENSITIVE_FILE_OP,bbi_NETWORK_COMM|PROCESS_EXECUTION,btri_DYNAMIC_CODE_EXEC|DYNAMIC_CODE_EXEC|DYNAMIC_CODE_EXEC,btri_SENSITIVE_FILE_OP|SENSITIVE_FILE_OP|SENSITIVE_FILE_OP,btri_NETWORK_COMM|NETWORK_COMM|NETWORK_COMM,btri_ENVIRONMENT_ACCESS|ENVIRONMENT_ACCESS|ENVIRONMENT_ACCESS,btri_DYNAMIC_CODE_EXEC|DYNAMIC_CODE_EXEC|NETWORK_COMM,btri_CRYPTO_USAGE|CRYPTO_USAGE|CRYPTO_USAGE,btri_NETWORK_COMM|DYNAMIC_CODE_EXEC|DYNAMIC_CODE_EXEC,btri_SENSITIVE_FILE_OP|SENSITIVE_FILE_OP|NETWORK_COMM,btri_DYNAMIC_CODE_EXEC|NETWORK_COMM|NETWORK_COMM,btri_NETWORK_COMM|NETWORK_COMM|DYNAMIC_CODE_EXEC,btri_SENSITIVE_FILE_OP|NETWORK_COMM|NETWORK_COMM,btri_NETWORK_COMM|SENSITIVE_FILE_OP|SENSITIVE_FILE_OP,btri_ENVIRONMENT_ACCESS|NETWORK_COMM|NETWORK_COMM,btri_DYNAMIC_CODE_EXEC|DYNAMIC_CODE_EXEC|ENVIRONMENT_ACCESS,btri_DYNAMIC_CODE_EXEC|NETWORK_COMM|DYNAMIC_CODE_EXEC,btri_ENVIRONMENT_ACCESS|DYNAMIC_CODE_EXEC|DYNAMIC_CODE_EXEC,btri_DYNAMIC_CODE_EXEC|DYNAMIC_CODE_EXEC|SENSITIVE_FILE_OP,btri_NETWORK_COMM|NETWORK_COMM|SENSITIVE_FILE_OP,btri_SENSITIVE_FILE_OP|DYNAMIC_CODE_EXEC|DYNAMIC_CODE_EXEC,btri_DYNAMIC_CODE_EXEC|ENVIRONMENT_ACCESS|ENVIRONMENT_ACCESS,btri_ENVIRONMENT_ACCESS|ENVIRONMENT_ACCESS|DYNAMIC_CODE_EXEC,btri_DYNAMIC_CODE_EXEC|SENSITIVE_FILE_OP|SENSITIVE_FILE_OP,btri_SENSITIVE_FILE_OP|SENSITIVE_FILE_OP|DYNAMIC_CODE_EXEC,btri_SENSITIVE_FILE_OP|NETWORK_COMM|SENSITIVE_FILE_OP,btri_ENVIRONMENT_ACCESS|SENSITIVE_FILE_OP|SENSITIVE_FILE_OP,btri_NETWORK_COMM|ENVIRONMENT_ACCESS|ENVIRONMENT_ACCESS,btri_NETWORK_COMM|NETWORK_COMM|ENVIRONMENT_ACCESS,btri_NETWORK_COMM|DYNAMIC_CODE_EXEC|NETWORK_COMM,btri_ENVIRONMENT_ACCESS|ENVIRONMENT_ACCESS|NETWORK_COMM,btri_ENVIRONMENT_ACCESS|ENVIRONMENT_ACCESS|SENSITIVE_FILE_OP
malicious_samples/2025-09-02-artillery-engine-spark-v99.1.8,malicious,1,2,0,1,0,0,0,0,0,0,0,0.9780701754385965,0.23848684210526316,0.0,44.0,77.0,0.0,5.059535708755015,5.405405405405405,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-08-19-grab-service-worker-v1.0.1,malicious,1,0,0,1,0,0,0,0,0,0,0,0.9632352941176471,0.1213235294117647,1.0,84.0,4.0,0.0,4.154026364486767,6.1875,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-07-27-spot-tasks-v0.0.1,malicious,1,0,0,1,0,6,1,0,0,0,5,0.9611650485436893,0.17542684968195513,0.0,39.0,68.0,1.0,4.752968475055367,6.681318681318682,117.0,0,0,5,5,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
malicious_samples/2025-06-24-discourse-mf-v1.0.0,malicious,1,0,0,1,0,37,0,0,0,0,0,0.9818181818181818,0.16363636363636364,0.0,0.0,0.0,0.0,4.053065578877498,4.1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-03-07-@idme-components_component-utilities-v1.1.6,malicious,2,2,0,1,0,35,3,0,0,0,1,0.9619478990736476,0.18818005015609807,0.0,36.0,32.0,0.0,4.399906518823899,5.528787878787879,36.0,0,0,4,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-03-25-epic-fortnite-styles-v1.0.0,malicious,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2024-12-31-safe-react-components-v1.1.0,malicious,1,0,0,1,0,0,1,2,0,0,0,0.9733596447952639,0.16230883078441047,1.0,51.0,31.0,0.0,4.47156341910541,5.230769230769231,55.0,0,4,3,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-11-26-@toptal_picasso-accordion-v3.0.27,malicious,13,4,0,1,1,40,1,0,0,0,0,0.9774506081310288,0.16947425006134556,0.0,48.0,109.0,0.0,4.367324277580861,6.794190864355029,96.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-03-03-dep-poc-v1.0.2,malicious,1,1,0,1,0,37,1,0,2,0,0,0.9660743134087237,0.1631663974151858,1.0,72.0,17.0,0.0,4.502387942476538,6.616666666666666,22.0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-03-16-whatsapp-sdk-docs-v9.9.0,malicious,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-01-29-com.unity.ai.navigation-v14.9.9,malicious,1,0,0,1,0,0,0,0,0,0,0,0.9685916919959473,0.11854103343465046,1.0,56.0,31.0,0.0,4.372207268948897,5.312,32.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-02-12-actsearchserv-v1.0.0,malicious,3,1,0,1,1,23,6,0,0,0,0,0.9603453392512881,0.14423994741576623,0.0,47.0,85.0,0.0,4.2724371396666925,5.565031626685762,107.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2024-12-23-ua.unitedforbusiness.frontend-v9.9.12,malicious,1,0,0,1,0,0,0,0,0,0,0,0.9814814814814815,0.23931623931623933,1.0,246.0,52.0,0.0,4.501570323020586,4.6455696202531644,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-08-26-epxreso-v5.2.3,malicious,7,31,0,1,1,45,11,0,0,0,1,0.9589327165765528,0.14606791119867577,72.0,1010.0,4243.0,1.2857142857142858,4.406500338609395,5.2529784670302035,1040.0,38,2,8,1,0,0,0,32,1,4,0,4,4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,3,0,3,0,4,0,1,1,0,0,0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
malicious_samples/2025-06-09-@pixui-dev_pxw-v0.1.21,malicious,52,80,0,1,0,0,59,9,0,0,29,0.9681219140359223,0.07903985958932952,149.0,12992.0,3016.0,0.4807692307692308,4.4189069484901236,6.717115466680852,4386.0,2,38,18,29,0,0,0,0,30,14,20,0,0,2,0,2,1,1,2,1,1,5,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,12,15,0,0,0,2,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,5,0,1,0,0,4
malicious_samples/2025-07-16-datadog-instrumentations-v1.0.1,malicious,1,0,0,1,0,0,2,0,0,0,0,0.9994903160040775,0.009174311926605505,1.0,51.0,56.0,0.0,4.880989964990885,7.490909090909091,2.0,3,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-05-12-atlaskit-registry-v1.2.1,malicious,1,1,0,1,0,50,0,2,0,0,1,0.9625535754568013,0.22152041506880216,0.0,36.0,147.0,1.0,4.424446877971934,5.476082004555809,167.0,0,5,4,1,0,0,0,0,3,2,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
malicious_samples/2025-10-20-@bbkkfkk_pre-v0.0.2,malicious,1,0,0,1,0,0,1,0,0,0,0,1.0,0.01856763925729443,0.0,30.0,44.0,1.0,4.378458365533069,3.0064102564102564,1.0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-05-27-blocks-nextjs-v9999.9999.10320,malicious,1,0,0,0,0,17,1,1,0,0,0,0.9536977491961415,0.1594855305466238,0.0,40.0,68.0,0.0,4.338802948076793,4.98314606741573,73.0,0,3,5,0,0,0,0,0,2,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-10-08-@aviatrixdev_flight-suit-v1.1.25054,malicious,1,2,0,1,0,0,0,0,0,0,0,0.9942528735632183,0.12643678160919541,1.0,158.0,0.0,0.0,4.341556831221543,5.68,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-09-02-setup-helper-module-v2.1.2,malicious,4,0,0,1,0,65,0,2,0,0,1,0.9680798645343864,0.2738093591866314,7.0,512.0,211.0,0.0,4.337449681049838,5.817685090862518,211.0,0,14,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
malicious_samples/2025-06-19-libsyncrpc-v1.0.0,malicious,1,0,0,1,0,23,1,0,0,0,0,0.9605633802816902,0.14084507042253522,1.0,234.0,16.0,0.0,4.383255863689763,4.76595744680851,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-05-27-blocks-nextjs-v9999.9999.10324,malicious,1,0,0,0,0,17,1,1,0,0,0,0.9536977491961415,0.1594855305466238,0.0,40.0,68.0,0.0,4.338802948076793,4.98314606741573,73.0,0,3,5,0,0,0,0,0,2,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-08-17-@eooce_sbx-v3.0.1,malicious,1,3,0,1,1,10,22,13,0,0,21,0.9694696670614554,0.27510198710356626,40.0,894.0,1042.0,0.0,4.934569810626707,6.066533066132265,929.0,1,21,2,21,0,0,0,0,18,0,19,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1
malicious_samples/2025-08-04-internallib_v189-v1.10.20,malicious,2,1,0,1,0,0,1,0,0,0,0,0.9637789395070948,0.06136420214090117,1.0,62.0,8.0,0.0,4.046992215260737,7.032738095238095,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-03-27-kronicker-v1.3.1,malicious,3,7,0,1,1,15,3,0,0,0,2,0.9588412261552901,0.13654434108438426,2.0,163.0,85.0,0.0,4.331798552421485,5.181284365598091,90.0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-11-17-transparent-example-request99-v1.0.2,malicious,1,0,0,1,0,0,2,0,0,0,0,0.9694656488549618,0.09541984732824428,2.0,53.0,8.0,0.0,3.9308573381115584,5.137931034482759,9.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-05-27-blocks-nextjs-v9999.9999.10332,malicious,1,0,0,0,0,17,1,1,0,0,0,0.9536977491961415,0.1594855305466238,0.0,40.0,68.0,0.0,4.338802948076793,4.98314606741573,73.0,0,3,5,0,0,0,0,0,2,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-03-25-epic-node-ecom-services-v1.0.0,malicious,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-08-27-airbnb-types-v99.0.0,malicious,1,1,0,1,0,3,0,0,0,0,0,0.96,0.04,0.0,13.0,1.0,0.0,3.5559269836383396,4.125,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-06-22-axios-hehe-v1.10.0,malicious,68,3,0,1,1,53,90,0,0,0,0,0.9621425611953605,0.1591218141085031,164.0,6510.0,4343.0,1.3088235294117647,4.3265052744057755,6.205607440773764,4788.0,539,0,111,0,1,0,0,499,0,71,0,40,38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,0,40,0,26,0,24,0,31,30,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
malicious_samples/2025-08-06-@evt-cdk_core-v7.1.0,malicious,2,0,0,1,0,3,3,0,0,0,0,0.9650460700823678,0.08556121736702499,1.0,97.0,47.0,0.0,3.888504698141542,5.366071428571429,36.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2024-09-15-bcryptutils-v1.0.9,malicious,1,7,0,1,0,0,0,0,0,1,0,0.9735982580293957,0.24605334784975502,0.0,12.0,71.0,0.0,4.4187134854809145,5.360544217687075,98.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-05-27-blocks-nextjs-v9999.9999.10317,malicious,1,0,0,0,0,17,1,1,0,0,0,0.9536977491961415,0.1594855305466238,0.0,40.0,68.0,0.0,4.338802948076793,4.98314606741573,73.0,0,3,5,0,0,0,0,0,2,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-01-12-testidneel-test-package-v0.0.11,malicious,1,0,0,1,0,17,1,0,0,0,0,0.9586267605633803,0.15580985915492956,0.0,33.0,31.0,0.0,4.470414644462894,5.488372093023256,48.0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-07-21-firefly-utilities-js-v1.0.0,malicious,1,1,0,1,0,5,0,0,0,0,0,0.96,0.04,0.0,13.0,1.0,0.0,3.5559269836383396,4.125,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-09-19-uniswappols-v1.0.7,malicious,1,0,0,0,0,0,1,0,0,0,0,0.9700141442715701,0.2865629420084866,2.0,499.0,94.0,0.0,4.463790778002886,7.6115702479338845,107.0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-05-26-mirror-logger-utils-v1.0.0,malicious,1,0,0,0,0,43,1,1,0,0,1,0.9653304442036836,0.15059588299024917,1.0,138.0,36.0,0.0,4.680808761864135,5.330188679245283,33.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-10-29-json-schema-to-typescript-example-v1.0.0,malicious,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-05-04-@0xobelisk_sui-cli-v1.2.0-pre.3,malicious,1,21,0,1,1,46,7,0,0,0,8,0.9978134660333258,0.05881022393123728,104.0,806.0,2070.0,2.0,4.737902345597345,4.332782824112304,88.0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-07-05-payments-quickstart-v1.0.0,malicious,1,0,0,1,0,4,1,0,0,0,0,0.9408695652173913,0.1443478260869565,0.0,30.0,29.0,0.0,4.1122537563723425,4.686567164179104,35.0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
